song,link,album,year,artist
This Years Fashion,../lyrics/actionaction/thisyearsfashion.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Drug Like,../lyrics/actionaction/druglike.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Photograph,../lyrics/actionaction/photograph.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Basic Tiny Fragments,../lyrics/actionaction/basictinyfragments.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Bleed,../lyrics/actionaction/bleed.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Instructions On Building A Model Aiplane,../lyrics/actionaction/instructionsonbuildingamodelaiplane.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
A Simple Question,../lyrics/actionaction/asimplequestion.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Eighth Grade Summer Romance,../lyrics/actionaction/eighthgradesummerromance.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Let's Never Go To Sleep,../lyrics/actionaction/letsnevergotosleep.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Broken,../lyrics/actionaction/broken.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Four Peice Jigsaw Puzzle,../lyrics/actionaction/fourpeicejigsawpuzzle.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Don't Cut Your Fabric,../lyrics/actionaction/dontcutyourfabric.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
The Short Weekend Begins With Longing,../lyrics/actionaction/theshortweekendbeginswithlonging.html,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
,,Don't Cut Your Fabric To This Year's Fashion,2004,ACTION ACTION
Smoke And Mirrors,../lyrics/actionaction/smokeandmirrors.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
"Oh, My Dear It's Just Chemical Frustration",../lyrics/actionaction/ohmydearitsjustchemicalfrustration.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
A Tornado; An Owl,../lyrics/actionaction/atornadoanowl.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
Sleep Paralysis,../lyrics/actionaction/sleepparalysis.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
The Game,../lyrics/actionaction/thegame.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
Paper Clich̩,../lyrics/actionaction/paperclich.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
120 Ways To Kill You: An Illustrated Children's Book,../lyrics/actionaction/120waystokillyouanillustratedchildrensbook.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
What Temperature Does Air Freeze At?,../lyrics/actionaction/whattemperaturedoesairfreezeat.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
The Other 90% Of The Iceberg,../lyrics/actionaction/theother90oftheiceberg.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
Analogue Logic,../lyrics/actionaction/analoguelogic.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
Don't Shoot The Messenger (Not My Idea),../lyrics/actionaction/dontshootthemessengernotmyidea.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
Attached To The Fifth Story,../lyrics/actionaction/attachedtothefifthstory.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
The Blanket Truth,../lyrics/actionaction/theblankettruth.html,An Army Of Shapes Between Wars,2006,ACTION ACTION
,,An Army Of Shapes Between Wars,2006,ACTION ACTION
The Fear,../lyrics/actionaction/thefear.html,The Ones Who Get It Are The Ones Who Need Not To Know,2010,ACTION ACTION
A Dream Within A Dream,../lyrics/actionaction/adreamwithinadream.html,The Ones Who Get It Are The Ones Who Need Not To Know,2010,ACTION ACTION
In My Blood,../lyrics/actionaction/inmyblood.html,The Ones Who Get It Are The Ones Who Need Not To Know,2010,ACTION ACTION
